id,created_at,subject,from,to,cc,bcc,reply_to,last_event,sent_at,scheduled_at,api_key_id
b027a0c4-2d96-423e-b1d4-5d5f548c0af3,2026-06-25 21:43:14.651205+00,"Validated Feedback (high): Multiple popup/widget overlays remain open simultaneously instead of closing when a new one is opened, causing audio from previous popups to continue playing in the background.",Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 21:43:14.802+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
434d3526-b618-4d63-b247-34cc73b884b6,2026-06-25 21:44:09.011141+00,Validated Feedback (medium): User signed up but the displayed count of registered accounts did not increment after registration.,Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 21:44:09.173+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
3e9ced5f-3b6d-45a4-87fa-a0ed381ad9ed,2026-06-25 21:45:17.528045+00,Validated Feedback (medium): A link or reference to an eFinancial careers page results in a 404 not found error.,Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 21:45:17.664+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
eb651c5e-2479-4545-bb99-e8bf3907c51d,2026-06-25 21:48:42.704956+00,"Validated Feedback (high): The MuhammadGPT popup/modal extends beyond the top of the viewport, making the close button inaccessible to the user.",Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 21:48:42.83+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
bd73f10c-01f3-47a6-a2c5-d9bbb5ce466e,2026-06-25 21:49:33.443141+00,"Validated Feedback (high): The website is not properly responsive on mobile devices, requiring users to manually zoom out to see all content.",Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 21:49:33.577+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
d39fda1c-18b0-4c14-b6f9-789e66e3e01f,2026-06-25 21:50:23.177451+00,Validated Feedback (low): The speaker/audio button is misaligned compared to other widgets on the homepage.,Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 21:50:23.319+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
c31d827c-3411-4a58-a33b-20c9b0d34794,2026-06-25 21:51:10.337869+00,Validated Feedback (medium): Text is overflowing outside its container in the IFRS/PCAOB comparison slides.,Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 21:51:10.467+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
ede2e45f-8621-4b8f-9d0d-91e02f9ecf8d,2026-06-25 21:53:08.100051+00,"Validated Feedback (medium): A USP (Unique Selling Points) popup is repeatedly appearing while the user navigates or interacts with the website, causing an annoying experience.",Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,opened,2026-06-25 21:53:08.249+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
e24695b9-0517-463f-8aec-0fb94b4c26ae,2026-06-25 23:24:21.457132+00,[Feedback Log] Not actionable: User left a generic compliment with no actionable issue reported.,Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,opened,2026-06-25 23:24:21.578+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
e45a8433-c822-4b87-936e-82686a2eff2d,2026-06-25 23:24:26.095824+00,"[Feedback Log] Validated (medium): On Android mobile, the audio toggle button overlaps with the feedback widget button in the bottom-right corner, making both buttons difficult to tap.",Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,opened,2026-06-25 23:24:26.231+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
eb766c6a-bf7d-4185-8118-f62a72108923,2026-06-25 23:26:30.408913+00,[Feedback Log] Not actionable: User left a generic compliment with no actionable issue reported.,Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 23:26:30.537+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
a61b6bcf-23f2-409a-b9e6-8d3b1fed081e,2026-06-25 23:26:34.176223+00,"[Feedback Log] Validated (medium): The GAAP comparison table overflows its container on mobile devices, cutting off the Australia column and requiring horizontal scrolling to read it.",Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 23:26:34.329+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
1f1ecc10-d367-41c7-9b17-8fda351940f6,2026-06-25 23:37:32.729645+00,[Feedback Log] Not actionable: Not a real bug report; appears to be an internal test message about a storage pipeline.,Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 23:37:32.852+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
876462d1-25de-4717-9426-945b7dcd4fd0,2026-06-25 23:39:16.4432+00,"[Feedback Log] Not actionable: This is an internal pipeline test message, not genuine user feedback about a bug or issue.",Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-25 23:39:16.577+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
304a5f84-bd32-4419-9c7e-5094977081cb,2026-06-26 00:01:01.385769+00,Your Meeting Room Consultation Summary,Meeting Room <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,opened,2026-06-26 00:01:01.507+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
58dc6865-9742-4330-91d3-6254e597ad5a,2026-06-26 00:02:39.322372+00,Your Meeting Room Consultation Summary,Meeting Room <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,opened,2026-06-26 00:02:39.457+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
78acdeed-c447-4077-8575-01e12156c078,2026-06-26 00:10:01.400114+00,Your Meeting Room Consultation Summary,Meeting Room <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,opened,2026-06-26 00:10:01.54+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
12e56b10-9a80-4683-83af-a22ed29bcfee,2026-06-26 11:16:38.583085+00,[Feedback Log] Validated (high): User is unable to receive a conversation excerpt or consultation summary email after a session on the site.,Website Feedback <onboarding@resend.dev>,usmanqureshi645@gmail.com,,,,delivered,2026-06-26 11:16:38.711+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
93d0c632-bfe1-4a21-b090-f62cde9bbcf0,2026-06-26 15:16:35.567066+00,Your Meeting Room Consultation Summary,Meeting Room <meetingroom@uqconsulting.org>,khanilqa06@gmail.com,,,,delivery_delayed,2026-06-26 15:16:35.936+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
0021cb6d-46aa-4c44-9817-5983edec19f5,2026-06-26 15:19:37.907596+00,Your Meeting Room Consultation Summary,Meeting Room <meetingroom@uqconsulting.org>,Muhammadbdo370@gmail.com,,,,delivered,2026-06-26 15:19:38.282+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
c217eed0-0bcd-4bef-90a4-a9e5787f8b39,2026-06-26 15:22:14.249632+00,Your Interview Prep Feedback — Great Work!,Interview Prep Coach <coach@uqconsulting.org>,khanilqa06@gmail.com,,,,delivery_delayed,2026-06-26 15:22:14.541+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
71aedfdf-8f1e-4ed6-be60-bbd89d0a107d,2026-06-26 15:34:46.141798+00,Your Meeting Room Consultation Summary,Meeting Room <meetingroom@uqconsulting.org>,khanilqa06@gmail.com,,,meetingroom+c3f83187-d678-4832-9423-1290f3907042@uqconsulting.org,delivery_delayed,2026-06-26 15:34:46.508+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
041e498c-fe92-40b1-919d-e7128aea56a2,2026-06-26 15:36:33.439501+00,Your Meeting Room Consultation Summary,Meeting Room <meetingroom@uqconsulting.org>,khanilqa06@gmail.com,,,meetingroom+b9a9d4e4-5bf5-46b1-88ba-9c582a752f33@uqconsulting.org,delivery_delayed,2026-06-26 15:36:33.84+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
907b1aa5-7c5a-4f4e-9b3d-354d09d83cfe,2026-06-26 15:37:12.976384+00,Re: Your Meeting Room Consultation Summary,Meeting Room <meetingroom@uqconsulting.org>,khanilqa06@gmail.com,,,meetingroom+c3f83187-d678-4832-9423-1290f3907042@uqconsulting.org,delivery_delayed,2026-06-26 15:37:13.278+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
289a4ea9-4580-4a1b-9e46-976aae7b5632,2026-06-26 15:39:58.079449+00,Re: Your Meeting Room Consultation Summary,Meeting Room <meetingroom@uqconsulting.org>,khanilqa06@gmail.com,,,meetingroom+c3f83187-d678-4832-9423-1290f3907042@uqconsulting.org,delivery_delayed,2026-06-26 15:39:58.366+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
9fc393e0-a6cd-434d-8016-49467f8e2882,2026-06-26 15:41:53.966418+00,Re: Your Meeting Room Consultation Summary,Meeting Room <meetingroom@uqconsulting.org>,khanilqa06@gmail.com,,,meetingroom+aaaaaaaa-bbbb-cccc-dddd-eeeeeeeeeeee@uqconsulting.org,delivery_delayed,2026-06-26 15:41:54.269+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
97bebd0b-0c29-4a60-ba0e-cb3f45663d03,2026-06-26 15:44:50.505528+00,Re: Your Meeting Room Consultation Summary,Meeting Room <meetingroom@uqconsulting.org>,khanilqa06@gmail.com,,,meetingroom+de10000-2222-3333-4444-555555555555@uqconsulting.org,delivery_delayed,2026-06-26 15:44:50.793+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
f46b339f-38d9-4425-85ff-91eb65c50664,2026-06-26 16:33:01.008933+00,Your Meeting Room Consultation Summary,Meeting Room <meetingroom@uqconsulting.org>,muhammadbdo370@gmail.com,,,meetingroom+789e6463-13a7-4f7c-a4b0-3b2173a235ea@uqconsulting.org,delivered,2026-06-26 16:33:01.372+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
d01e8b22-08d4-410b-98ff-bdaf975a4251,2026-06-26 16:54:33.344283+00,"[Feedback Log] Validated (medium): On mobile, there is an excessive vertical gap between the IFRS/GAAP comparison section and the section that follows it on the /#services page.",Website Feedback <feedback@uqconsulting.org>,usmanqureshi645@gmail.com,,,,delivered,2026-06-26 16:54:33.626+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
256a92aa-cd8f-4bae-bbd3-f8d1fd2c1932,2026-06-26 17:05:23.160862+00,"[Feedback Log] Validated (low): On mobile, the speaker widget in the bottom right is misaligned compared to other widgets.",Website Feedback <feedback@uqconsulting.org>,usmanqureshi645@gmail.com,,,,delivered,2026-06-26 17:05:23.465+00,,d247246f-14de-4a37-8f4f-dd2936be5aaf
